sprig,3
brush,2
burst,3
strut,3
crisp,2
crush,2
crust,2
curst,2
first,3
tryst,3
wrist,3
frost,2
prosy,3
spoor,3
visor,3
scorn,2
scour,2
scrip,2
scrub,2
shirk,3
smirk,3
shirt,3
skirt,3
shorn,3
sword,3
sworn,3
short,3
snort,3
sport,3
shrub,3
shrug,3
syrup,3
sorry,2
spurn,3
usurp,3
usury,3
spurt,2
stork,3
storm,3
story,3
strip,2
torso,2
trust,2
worst,2
burly,2
curly,2
drill,3
drily,3
droll,3
dryly,3
frill,3
grill,3
trill,2
troll,3
truly,3
world,2
cedar,2
debar,2
zebra,2
qualm,2
chest,3
guest,3
quest,3
sheet,3
sweet,3
chose,3
obese,3
shove,3
smoke,2
whose,3
dosed,3
goose,3
house,3
moose,3
mouse,3
souse,3
sowed,3
ensue,3
sheen,3
exist,2
fused,3
guise,3
shied,3
issue,3
sheik,3
sided,3
siege,3
sieve,3
sized,3
noise,2
noose,3
nosed,3
onset,2
poesy,3
posed,3
posse,3
poise,2
scene,2
scent,2
scope,3
spoke,3
speck,3
speed,3
sweep,3
shine,3
swine,3
shone,2
since,3
sinew,3
singe,3
skein,3
smite,3
suite,3
smote,3
stove,3
those,3
snipe,2
spend,2
spice,3
spied,3
spike,3
spine,2
spite,2
steed,3
these,3
steep,2
stone,2
swept,1
upset,3
clams,3
clans,3
class,3
claws,3
claps,2
flags,3
flats,3
flaws,3
glass,3
plans,3
plays,3
loads,3
loans,3
slabs,3
slags,3
slats,3
slays,3
slaps,2
coals,2
goals,2
opals,2
ovals,2
vials,2
crash,2
grasp,2
scarf,3
shark,3
sharp,3
spark,3
smart,3
start,3
stair,3
stark,3
sward,3
swarm,3
trash,2
sower,1
crest,3
curse,3
fresh,3
nurse,3
purse,3
gorse,3
horse,3
miser,3
usher,3
osier,2
poser,2
prose,2
score,3
shore,3
snore,3
spore,3
store,3
screw,3
shrew,3
strew,3
sheer,3
sneer,3
steer,3
super,3
surer,3
shire,3
sperm,3
spire,3
stern,3
surge,3
shred,3
siren,3
spree,3
sober,2
swore,2
wiser,2
worse,2
wrest,2
curls,2
girls,2
hurls,2
deals,3
seals,3
heals,2
meals,2
peals,2
dealt,2
mealy,2
delay,3
medal,3
delta,2
legal,3
venal,3
metal,2
pedal,2
penal,2
petal,2
duels,2
evils,2
fuels,2
earls,1
early,1
false,1
easel,2
lapse,2
salve,2
steal,2
erase,3
spare,3
scare,2
share,2
snare,2
stare,2
exalt,2
whale,2
feral,1
lairs,2
larks,2
leads,2
leaks,2
leans,2
leaps,2
leafy,2
leaky,2
leapt,2
leave,2
learn,2
pearl,2
lease,2
leash,2
least,2
liars,1
lords,2
lurks,2
loser,1
lures,1
psalm,2
scald,3
scaly,3
scalp,2
shall,3
shalt,3
small,2
stalk,3
stall,3
rabbi,3
rabid,3
radii,3
rapid,3
radio,3
ratio,3
rainy,2
rajah,2
ranch,2
rayon,2
razor,2
roman,2
raced,2
racer,2
raged,4
razed,4
raked,3
raved,3
range,2
rarer,3
raven,3
rated,2
races,2
rages,2
rakes,3
rates,3
raves,3
rares,2
racks,2
rafts,2
raids,2
rains,2
ranks,2
rails,1
raise,1
rally,1
reach,2
react,2
ready,2
reads,2
reams,2
reaps,2
rears,2
realm,1
rebel,2
relic,2
repel,2
revel,2
rebus,3
reins,3
reeds,2
reefs,3
reeks,3
rends,2
rents,3
rests,3
rebut,2
recur,2
reedy,2
reeve,3
revue,3
refer,3
renew,3
refit,3
remit,3
reign,2
reels,1
regal,2
relax,2
relay,2
repay,1
reply,1
reset,2
resin,2
rheum,3
rhyme,3
rupee,3
rider,3
ridge,3
ripen,3
riper,3
riven,3
river,3
rivet,3
robed,3
roped,3
rowed,3
rogue,3
rouge,3
route,3
roved,2
rover,2
ruder,2
ricks,3
risks,3
rifts,2
rings,3
rungs,3
riots,3
roots,3
rocks,2
roofs,2
rooks,3
rooms,3
routs,2
ruffs,2
ruins,2
rides,2
rimes,3
rises,3
rites,2
robes,2
ropes,3
roses,3
runes,3
ruses,3
rifle,1
right,2
rigid,2
robin,2
rocky,2
roomy,2
rough,2
round,2
rowdy,2
riled,2
ruled,2
ruler,2
rills,2
rolls,2
rinse,2
risen,2
riser,2
rouse,2
risky,2
roost,2
rosin,2
rival,2
royal,2
rural,2
roads,2
roams,2
roars,2
roast,1
roles,2
rules,2
sadly,2
sally,2
scale,2
shale,2
stale,2
scold,2
scull,3
skulk,3
skull,3
shyly,3
slyly,3
sully,3
silly,2
skill,3
spill,3
swill,3
slily,2
spilt,3
still,3
sedan,1
serve,1
serge,2
serum,2
sever,2
sewer,2
terse,2
verse,2
shelf,3
shell,3
smell,2
smelt,2
smile,2
spell,3
swell,3
spelt,2
stile,2
stole,3
style,3
slake,2
slate,2
slave,2
snarl,1
solar,1
surly,1
swirl,1
